substrate,arm,band_k,max_delay,basis_terms,samples_per_term,feasible,seed,n,ipc
esn-slow (leak 0.1),A-readout,1,2,5,70.0,1,20260838,350,0.529
esn-slow (leak 0.1),A-readout,1,4,14,25.0,1,20260838,350,0.816
esn-slow (leak 0.1),A-readout,1,8,44,7.955,1,20260838,350,1.31
esn-slow (leak 0.1),A-readout,1,16,152,2.303,1,20260838,350,4.137
esn-slow (leak 0.1),A-readout,1,32,560,0.625,0,20260838,350,9.835
esn-slow (leak 0.1),B-drive,1,2,5,70.0,1,20260838,350,0.529
esn-slow (leak 0.1),B-drive,1,4,14,25.0,1,20260838,350,0.816
esn-slow (leak 0.1),B-drive,1,8,44,7.955,1,20260838,350,1.31
esn-slow (leak 0.1),B-drive,1,16,152,2.303,1,20260838,350,4.137
esn-slow (leak 0.1),B-drive,1,32,560,0.625,0,20260838,350,9.835
esn-slow (leak 0.1),A-readout,2,2,5,70.0,1,20260838,350,0.148
esn-slow (leak 0.1),A-readout,2,4,14,25.0,1,20260838,350,0.376
esn-slow (leak 0.1),A-readout,2,8,44,7.955,1,20260838,350,0.715
esn-slow (leak 0.1),A-readout,2,16,152,2.303,1,20260838,350,2.64
esn-slow (leak 0.1),A-readout,2,32,560,0.625,0,20260838,350,10.38
esn-slow (leak 0.1),B-drive,2,2,5,70.0,1,20260838,350,0.663
esn-slow (leak 0.1),B-drive,2,4,14,25.0,1,20260838,350,1.155
esn-slow (leak 0.1),B-drive,2,8,44,7.955,1,20260838,350,1.87
esn-slow (leak 0.1),B-drive,2,16,152,2.303,1,20260838,350,4.917
esn-slow (leak 0.1),B-drive,2,32,560,0.625,0,20260838,350,12.148
esn-slow (leak 0.1),A-readout,4,2,5,70.0,1,20260838,350,0.244
esn-slow (leak 0.1),A-readout,4,4,14,25.0,1,20260838,350,0.414
esn-slow (leak 0.1),A-readout,4,8,44,7.955,1,20260838,350,0.784
esn-slow (leak 0.1),A-readout,4,16,152,2.303,1,20260838,350,2.124
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260838,350,8.503
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260838,350,1.029
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260838,350,1.605
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260838,350,2.579
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260838,350,5.639
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260838,350,13.794
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260838,350,0.27
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260838,350,0.514
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260838,350,1.165
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260838,350,3.338
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260838,350,9.339
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260838,350,1.481
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260838,350,2.361
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260838,350,3.672
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260838,350,7.022
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260838,350,15.881
esn-fast (leak 1.0),A-readout,1,2,5,70.0,1,20260839,350,2.229
esn-fast (leak 1.0),A-readout,1,4,14,25.0,1,20260839,350,4.484
esn-fast (leak 1.0),A-readout,1,8,44,7.955,1,20260839,350,8.872
esn-fast (leak 1.0),A-readout,1,16,152,2.303,1,20260839,350,12.985
esn-fast (leak 1.0),A-readout,1,32,560,0.625,0,20260839,350,19.478
esn-fast (leak 1.0),B-drive,1,2,5,70.0,1,20260839,350,2.229
esn-fast (leak 1.0),B-drive,1,4,14,25.0,1,20260839,350,4.484
esn-fast (leak 1.0),B-drive,1,8,44,7.955,1,20260839,350,8.872
esn-fast (leak 1.0),B-drive,1,16,152,2.303,1,20260839,350,12.985
esn-fast (leak 1.0),B-drive,1,32,560,0.625,0,20260839,350,19.478
esn-fast (leak 1.0),A-readout,2,2,5,70.0,1,20260839,350,1.962
esn-fast (leak 1.0),A-readout,2,4,14,25.0,1,20260839,350,3.511
esn-fast (leak 1.0),A-readout,2,8,44,7.955,1,20260839,350,4.266
esn-fast (leak 1.0),A-readout,2,16,152,2.303,1,20260839,350,5.861
esn-fast (leak 1.0),A-readout,2,32,560,0.625,0,20260839,350,13.395
esn-fast (leak 1.0),B-drive,2,2,5,70.0,1,20260839,350,2.205
esn-fast (leak 1.0),B-drive,2,4,14,25.0,1,20260839,350,4.207
esn-fast (leak 1.0),B-drive,2,8,44,7.955,1,20260839,350,5.958
esn-fast (leak 1.0),B-drive,2,16,152,2.303,1,20260839,350,7.799
esn-fast (leak 1.0),B-drive,2,32,560,0.625,0,20260839,350,15.247
esn-fast (leak 1.0),A-readout,4,2,5,70.0,1,20260839,350,1.738
esn-fast (leak 1.0),A-readout,4,4,14,25.0,1,20260839,350,2.157
esn-fast (leak 1.0),A-readout,4,8,44,7.955,1,20260839,350,2.455
esn-fast (leak 1.0),A-readout,4,16,152,2.303,1,20260839,350,4.286
esn-fast (leak 1.0),A-readout,4,32,560,0.625,0,20260839,350,11.732
esn-fast (leak 1.0),B-drive,4,2,5,70.0,1,20260839,350,2.013
esn-fast (leak 1.0),B-drive,4,4,14,25.0,1,20260839,350,2.94
esn-fast (leak 1.0),B-drive,4,8,44,7.955,1,20260839,350,3.471
esn-fast (leak 1.0),B-drive,4,16,152,2.303,1,20260839,350,5.431
esn-fast (leak 1.0),B-drive,4,32,560,0.625,0,20260839,350,12.183
esn-fast (leak 1.0),A-readout,8,2,5,70.0,1,20260839,350,0.697
esn-fast (leak 1.0),A-readout,8,4,14,25.0,1,20260839,350,0.842
esn-fast (leak 1.0),A-readout,8,8,44,7.955,1,20260839,350,1.267
esn-fast (leak 1.0),A-readout,8,16,152,2.303,1,20260839,350,2.784
esn-fast (leak 1.0),A-readout,8,32,560,0.625,0,20260839,350,9.625
esn-fast (leak 1.0),B-drive,8,2,5,70.0,1,20260839,350,1.277
esn-fast (leak 1.0),B-drive,8,4,14,25.0,1,20260839,350,1.407
esn-fast (leak 1.0),B-drive,8,8,44,7.955,1,20260839,350,1.871
esn-fast (leak 1.0),B-drive,8,16,152,2.303,1,20260839,350,3.619
esn-fast (leak 1.0),B-drive,8,32,560,0.625,0,20260839,350,10.299
esn-mid (leak 0.3),A-readout,1,2,5,70.0,1,20260839,350,0.406
esn-mid (leak 0.3),A-readout,1,4,14,25.0,1,20260839,350,0.841
esn-mid (leak 0.3),A-readout,1,8,44,7.955,1,20260839,350,1.765
esn-mid (leak 0.3),A-readout,1,16,152,2.303,1,20260839,350,3.858
esn-mid (leak 0.3),A-readout,1,32,560,0.625,0,20260839,350,10.329
esn-mid (leak 0.3),B-drive,1,2,5,70.0,1,20260839,350,0.406
esn-mid (leak 0.3),B-drive,1,4,14,25.0,1,20260839,350,0.841
esn-mid (leak 0.3),B-drive,1,8,44,7.955,1,20260839,350,1.765
esn-mid (leak 0.3),B-drive,1,16,152,2.303,1,20260839,350,3.858
esn-mid (leak 0.3),B-drive,1,32,560,0.625,0,20260839,350,10.329
esn-mid (leak 0.3),A-readout,2,2,5,70.0,1,20260839,350,0.719
esn-mid (leak 0.3),A-readout,2,4,14,25.0,1,20260839,350,1.288
esn-mid (leak 0.3),A-readout,2,8,44,7.955,1,20260839,350,1.87
esn-mid (leak 0.3),A-readout,2,16,152,2.303,1,20260839,350,3.349
esn-mid (leak 0.3),A-readout,2,32,560,0.625,0,20260839,350,9.322
esn-mid (leak 0.3),B-drive,2,2,5,70.0,1,20260839,350,1.19
esn-mid (leak 0.3),B-drive,2,4,14,25.0,1,20260839,350,1.752
esn-mid (leak 0.3),B-drive,2,8,44,7.955,1,20260839,350,2.93
esn-mid (leak 0.3),B-drive,2,16,152,2.303,1,20260839,350,4.924
esn-mid (leak 0.3),B-drive,2,32,560,0.625,0,20260839,350,11.774
esn-mid (leak 0.3),A-readout,4,2,5,70.0,1,20260839,350,0.444
esn-mid (leak 0.3),A-readout,4,4,14,25.0,1,20260839,350,0.822
esn-mid (leak 0.3),A-readout,4,8,44,7.955,1,20260839,350,1.245
esn-mid (leak 0.3),A-readout,4,16,152,2.303,1,20260839,350,3.48
esn-mid (leak 0.3),A-readout,4,32,560,0.625,0,20260839,350,10.83
esn-mid (leak 0.3),B-drive,4,2,5,70.0,1,20260839,350,1.82
esn-mid (leak 0.3),B-drive,4,4,14,25.0,1,20260839,350,2.39
esn-mid (leak 0.3),B-drive,4,8,44,7.955,1,20260839,350,3.522
esn-mid (leak 0.3),B-drive,4,16,152,2.303,1,20260839,350,5.345
esn-mid (leak 0.3),B-drive,4,32,560,0.625,0,20260839,350,11.864
esn-mid (leak 0.3),A-readout,8,2,5,70.0,1,20260839,350,0.238
esn-mid (leak 0.3),A-readout,8,4,14,25.0,1,20260839,350,0.471
esn-mid (leak 0.3),A-readout,8,8,44,7.955,1,20260839,350,0.914
esn-mid (leak 0.3),A-readout,8,16,152,2.303,1,20260839,350,2.52
esn-mid (leak 0.3),A-readout,8,32,560,0.625,0,20260839,350,8.562
esn-mid (leak 0.3),B-drive,8,2,5,70.0,1,20260839,350,2.008
esn-mid (leak 0.3),B-drive,8,4,14,25.0,1,20260839,350,2.52
esn-mid (leak 0.3),B-drive,8,8,44,7.955,1,20260839,350,3.113
esn-mid (leak 0.3),B-drive,8,16,152,2.303,1,20260839,350,4.928
esn-mid (leak 0.3),B-drive,8,32,560,0.625,0,20260839,350,11.695
esn-slow (leak 0.1),A-readout,1,2,5,70.0,1,20260839,350,0.138
esn-slow (leak 0.1),A-readout,1,4,14,25.0,1,20260839,350,0.588
esn-slow (leak 0.1),A-readout,1,8,44,7.955,1,20260839,350,1.319
esn-slow (leak 0.1),A-readout,1,16,152,2.303,1,20260839,350,2.929
esn-slow (leak 0.1),A-readout,1,32,560,0.625,0,20260839,350,8.562
esn-slow (leak 0.1),B-drive,1,2,5,70.0,1,20260839,350,0.138
esn-slow (leak 0.1),B-drive,1,4,14,25.0,1,20260839,350,0.588
esn-slow (leak 0.1),B-drive,1,8,44,7.955,1,20260839,350,1.319
esn-slow (leak 0.1),B-drive,1,16,152,2.303,1,20260839,350,2.929
esn-slow (leak 0.1),B-drive,1,32,560,0.625,0,20260839,350,8.562
esn-slow (leak 0.1),A-readout,2,2,5,70.0,1,20260839,350,0.335
esn-slow (leak 0.1),A-readout,2,4,14,25.0,1,20260839,350,0.545
esn-slow (leak 0.1),A-readout,2,8,44,7.955,1,20260839,350,0.903
esn-slow (leak 0.1),A-readout,2,16,152,2.303,1,20260839,350,1.921
esn-slow (leak 0.1),A-readout,2,32,560,0.625,0,20260839,350,7.486
esn-slow (leak 0.1),B-drive,2,2,5,70.0,1,20260839,350,0.174
esn-slow (leak 0.1),B-drive,2,4,14,25.0,1,20260839,350,0.587
esn-slow (leak 0.1),B-drive,2,8,44,7.955,1,20260839,350,1.343
esn-slow (leak 0.1),B-drive,2,16,152,2.303,1,20260839,350,3.266
esn-slow (leak 0.1),B-drive,2,32,560,0.625,0,20260839,350,9.32
esn-slow (leak 0.1),A-readout,4,2,5,70.0,1,20260839,350,0.27
esn-slow (leak 0.1),A-readout,4,4,14,25.0,1,20260839,350,0.492
esn-slow (leak 0.1),A-readout,4,8,44,7.955,1,20260839,350,0.901
esn-slow (leak 0.1),A-readout,4,16,152,2.303,1,20260839,350,2.822
esn-slow (leak 0.1),A-readout,4,32,560,0.625,0,20260839,350,9.032
esn-slow (leak 0.1),B-drive,4,2,5,70.0,1,20260839,350,0.472
esn-slow (leak 0.1),B-drive,4,4,14,25.0,1,20260839,350,0.941
esn-slow (leak 0.1),B-drive,4,8,44,7.955,1,20260839,350,1.929
esn-slow (leak 0.1),B-drive,4,16,152,2.303,1,20260839,350,3.93
esn-slow (leak 0.1),B-drive,4,32,560,0.625,0,20260839,350,10.523
esn-slow (leak 0.1),A-readout,8,2,5,70.0,1,20260839,350,0.134
esn-slow (leak 0.1),A-readout,8,4,14,25.0,1,20260839,350,0.418
esn-slow (leak 0.1),A-readout,8,8,44,7.955,1,20260839,350,1.065
esn-slow (leak 0.1),A-readout,8,16,152,2.303,1,20260839,350,2.416
esn-slow (leak 0.1),A-readout,8,32,560,0.625,0,20260839,350,9.065
esn-slow (leak 0.1),B-drive,8,2,5,70.0,1,20260839,350,1.238
esn-slow (leak 0.1),B-drive,8,4,14,25.0,1,20260839,350,1.73
esn-slow (leak 0.1),B-drive,8,8,44,7.955,1,20260839,350,2.943
esn-slow (leak 0.1),B-drive,8,16,152,2.303,1,20260839,350,4.811
esn-slow (leak 0.1),B-drive,8,32,560,0.625,0,20260839,350,11.284
esn-fast (leak 1.0),A-readout,1,2,5,560.0,1,20260830,2800,1.998
esn-fast (leak 1.0),A-readout,1,4,14,200.0,1,20260830,2800,3.959
esn-fast (leak 1.0),A-readout,1,8,44,63.636,1,20260830,2800,7.639
esn-fast (leak 1.0),A-readout,1,16,152,18.421,1,20260830,2800,11.322
esn-fast (leak 1.0),A-readout,1,32,560,5.0,1,20260830,2800,12.122
esn-fast (leak 1.0),B-drive,1,2,5,560.0,1,20260830,2800,1.998
esn-fast (leak 1.0),B-drive,1,4,14,200.0,1,20260830,2800,3.959
esn-fast (leak 1.0),B-drive,1,8,44,63.636,1,20260830,2800,7.639
esn-fast (leak 1.0),B-drive,1,16,152,18.421,1,20260830,2800,11.322
esn-fast (leak 1.0),B-drive,1,32,560,5.0,1,20260830,2800,12.122
esn-fast (leak 1.0),A-readout,2,2,5,560.0,1,20260830,2800,1.97
esn-fast (leak 1.0),A-readout,2,4,14,200.0,1,20260830,2800,3.771
esn-fast (leak 1.0),A-readout,2,8,44,63.636,1,20260830,2800,5.178
esn-fast (leak 1.0),A-readout,2,16,152,18.421,1,20260830,2800,5.463
esn-fast (leak 1.0),A-readout,2,32,560,5.0,1,20260830,2800,6.257
esn-fast (leak 1.0),B-drive,2,2,5,560.0,1,20260830,2800,1.99
esn-fast (leak 1.0),B-drive,2,4,14,200.0,1,20260830,2800,3.867
esn-fast (leak 1.0),B-drive,2,8,44,63.636,1,20260830,2800,6.572
esn-fast (leak 1.0),B-drive,2,16,152,18.421,1,20260830,2800,7.196
esn-fast (leak 1.0),B-drive,2,32,560,5.0,1,20260830,2800,7.928
esn-fast (leak 1.0),A-readout,4,2,5,560.0,1,20260830,2800,1.818
esn-fast (leak 1.0),A-readout,4,4,14,200.0,1,20260830,2800,2.36
esn-fast (leak 1.0),A-readout,4,8,44,63.636,1,20260830,2800,2.386
esn-fast (leak 1.0),A-readout,4,16,152,18.421,1,20260830,2800,2.567
esn-fast (leak 1.0),A-readout,4,32,560,5.0,1,20260830,2800,3.279
esn-fast (leak 1.0),B-drive,4,2,5,560.0,1,20260830,2800,1.948
esn-fast (leak 1.0),B-drive,4,4,14,200.0,1,20260830,2800,3.47
esn-fast (leak 1.0),B-drive,4,8,44,63.636,1,20260830,2800,4.287
esn-fast (leak 1.0),B-drive,4,16,152,18.421,1,20260830,2800,4.503
esn-fast (leak 1.0),B-drive,4,32,560,5.0,1,20260830,2800,5.231
esn-fast (leak 1.0),A-readout,8,2,5,560.0,1,20260830,2800,0.912
esn-fast (leak 1.0),A-readout,8,4,14,200.0,1,20260830,2800,0.919
esn-fast (leak 1.0),A-readout,8,8,44,63.636,1,20260830,2800,0.96
esn-fast (leak 1.0),A-readout,8,16,152,18.421,1,20260830,2800,1.144
esn-fast (leak 1.0),A-readout,8,32,560,5.0,1,20260830,2800,1.884
esn-fast (leak 1.0),B-drive,8,2,5,560.0,1,20260830,2800,1.652
esn-fast (leak 1.0),B-drive,8,4,14,200.0,1,20260830,2800,2.297
esn-fast (leak 1.0),B-drive,8,8,44,63.636,1,20260830,2800,2.397
esn-fast (leak 1.0),B-drive,8,16,152,18.421,1,20260830,2800,2.62
esn-fast (leak 1.0),B-drive,8,32,560,5.0,1,20260830,2800,3.355
esn-mid (leak 0.3),A-readout,1,2,5,560.0,1,20260830,2800,0.993
esn-mid (leak 0.3),A-readout,1,4,14,200.0,1,20260830,2800,1.646
esn-mid (leak 0.3),A-readout,1,8,44,63.636,1,20260830,2800,2.645
esn-mid (leak 0.3),A-readout,1,16,152,18.421,1,20260830,2800,4.144
esn-mid (leak 0.3),A-readout,1,32,560,5.0,1,20260830,2800,6.21
esn-mid (leak 0.3),B-drive,1,2,5,560.0,1,20260830,2800,0.993
esn-mid (leak 0.3),B-drive,1,4,14,200.0,1,20260830,2800,1.646
esn-mid (leak 0.3),B-drive,1,8,44,63.636,1,20260830,2800,2.645
esn-mid (leak 0.3),B-drive,1,16,152,18.421,1,20260830,2800,4.144
esn-mid (leak 0.3),B-drive,1,32,560,5.0,1,20260830,2800,6.21
esn-mid (leak 0.3),A-readout,2,2,5,560.0,1,20260830,2800,0.686
esn-mid (leak 0.3),A-readout,2,4,14,200.0,1,20260830,2800,1.129
esn-mid (leak 0.3),A-readout,2,8,44,63.636,1,20260830,2800,1.804
esn-mid (leak 0.3),A-readout,2,16,152,18.421,1,20260830,2800,2.82
esn-mid (leak 0.3),A-readout,2,32,560,5.0,1,20260830,2800,4.195
esn-mid (leak 0.3),B-drive,2,2,5,560.0,1,20260830,2800,1.546
esn-mid (leak 0.3),B-drive,2,4,14,200.0,1,20260830,2800,2.44
esn-mid (leak 0.3),B-drive,2,8,44,63.636,1,20260830,2800,3.81
esn-mid (leak 0.3),B-drive,2,16,152,18.421,1,20260830,2800,5.679
esn-mid (leak 0.3),B-drive,2,32,560,5.0,1,20260830,2800,7.226
esn-mid (leak 0.3),A-readout,4,2,5,560.0,1,20260830,2800,0.534
esn-mid (leak 0.3),A-readout,4,4,14,200.0,1,20260830,2800,0.899
esn-mid (leak 0.3),A-readout,4,8,44,63.636,1,20260830,2800,1.352
esn-mid (leak 0.3),A-readout,4,16,152,18.421,1,20260830,2800,1.682
esn-mid (leak 0.3),A-readout,4,32,560,5.0,1,20260830,2800,2.308
esn-mid (leak 0.3),B-drive,4,2,5,560.0,1,20260830,2800,1.887
esn-mid (leak 0.3),B-drive,4,4,14,200.0,1,20260830,2800,3.112
esn-mid (leak 0.3),B-drive,4,8,44,63.636,1,20260830,2800,4.667
esn-mid (leak 0.3),B-drive,4,16,152,18.421,1,20260830,2800,5.943
esn-mid (leak 0.3),B-drive,4,32,560,5.0,1,20260830,2800,6.76
esn-mid (leak 0.3),A-readout,8,2,5,560.0,1,20260830,2800,0.293
esn-mid (leak 0.3),A-readout,8,4,14,200.0,1,20260830,2800,0.455
esn-mid (leak 0.3),A-readout,8,8,44,63.636,1,20260830,2800,0.554
esn-mid (leak 0.3),A-readout,8,16,152,18.421,1,20260830,2800,0.758
esn-mid (leak 0.3),A-readout,8,32,560,5.0,1,20260830,2800,1.484
esn-mid (leak 0.3),B-drive,8,2,5,560.0,1,20260830,2800,1.962
esn-mid (leak 0.3),B-drive,8,4,14,200.0,1,20260830,2800,3.306
esn-mid (leak 0.3),B-drive,8,8,44,63.636,1,20260830,2800,4.259
esn-mid (leak 0.3),B-drive,8,16,152,18.421,1,20260830,2800,4.6
esn-mid (leak 0.3),B-drive,8,32,560,5.0,1,20260830,2800,5.312
esn-slow (leak 0.1),A-readout,1,2,5,560.0,1,20260830,2800,0.473
esn-slow (leak 0.1),A-readout,1,4,14,200.0,1,20260830,2800,0.757
esn-slow (leak 0.1),A-readout,1,8,44,63.636,1,20260830,2800,1.267
esn-slow (leak 0.1),A-readout,1,16,152,18.421,1,20260830,2800,1.955
esn-slow (leak 0.1),A-readout,1,32,560,5.0,1,20260830,2800,3.517
esn-slow (leak 0.1),B-drive,1,2,5,560.0,1,20260830,2800,0.473
esn-slow (leak 0.1),B-drive,1,4,14,200.0,1,20260830,2800,0.757
esn-slow (leak 0.1),B-drive,1,8,44,63.636,1,20260830,2800,1.267
esn-slow (leak 0.1),B-drive,1,16,152,18.421,1,20260830,2800,1.955
esn-slow (leak 0.1),B-drive,1,32,560,5.0,1,20260830,2800,3.517
esn-slow (leak 0.1),A-readout,2,2,5,560.0,1,20260830,2800,0.301
esn-slow (leak 0.1),A-readout,2,4,14,200.0,1,20260830,2800,0.545
esn-slow (leak 0.1),A-readout,2,8,44,63.636,1,20260830,2800,0.961
esn-slow (leak 0.1),A-readout,2,16,152,18.421,1,20260830,2800,1.589
esn-slow (leak 0.1),A-readout,2,32,560,5.0,1,20260830,2800,3.023
esn-slow (leak 0.1),B-drive,2,2,5,560.0,1,20260830,2800,0.622
esn-slow (leak 0.1),B-drive,2,4,14,200.0,1,20260830,2800,1.126
esn-slow (leak 0.1),B-drive,2,8,44,63.636,1,20260830,2800,1.842
esn-slow (leak 0.1),B-drive,2,16,152,18.421,1,20260830,2800,2.891
esn-slow (leak 0.1),B-drive,2,32,560,5.0,1,20260830,2800,4.604
esn-slow (leak 0.1),A-readout,4,2,5,560.0,1,20260830,2800,0.268
esn-slow (leak 0.1),A-readout,4,4,14,200.0,1,20260830,2800,0.441
esn-slow (leak 0.1),A-readout,4,8,44,63.636,1,20260830,2800,0.693
esn-slow (leak 0.1),A-readout,4,16,152,18.421,1,20260830,2800,1.057
esn-slow (leak 0.1),A-readout,4,32,560,5.0,1,20260830,2800,1.885
esn-slow (leak 0.1),B-drive,4,2,5,560.0,1,20260830,2800,1.032
esn-slow (leak 0.1),B-drive,4,4,14,200.0,1,20260830,2800,1.715
esn-slow (leak 0.1),B-drive,4,8,44,63.636,1,20260830,2800,2.75
esn-slow (leak 0.1),B-drive,4,16,152,18.421,1,20260830,2800,4.282
esn-slow (leak 0.1),B-drive,4,32,560,5.0,1,20260830,2800,6.046
esn-slow (leak 0.1),A-readout,8,2,5,560.0,1,20260830,2800,0.151
esn-slow (leak 0.1),A-readout,8,4,14,200.0,1,20260830,2800,0.227
esn-slow (leak 0.1),A-readout,8,8,44,63.636,1,20260830,2800,0.345
esn-slow (leak 0.1),A-readout,8,16,152,18.421,1,20260830,2800,0.625
esn-slow (leak 0.1),A-readout,8,32,560,5.0,1,20260830,2800,1.362
esn-slow (leak 0.1),B-drive,8,2,5,560.0,1,20260830,2800,1.59
esn-slow (leak 0.1),B-drive,8,4,14,200.0,1,20260830,2800,2.52
esn-slow (leak 0.1),B-drive,8,8,44,63.636,1,20260830,2800,3.884
esn-slow (leak 0.1),B-drive,8,16,152,18.421,1,20260830,2800,5.392
esn-slow (leak 0.1),B-drive,8,32,560,5.0,1,20260830,2800,6.68
esn-fast (leak 1.0),A-readout,1,2,5,560.0,1,20260831,2800,2.003
esn-fast (leak 1.0),A-readout,1,4,14,200.0,1,20260831,2800,3.978
esn-fast (leak 1.0),A-readout,1,8,44,63.636,1,20260831,2800,7.665
esn-fast (leak 1.0),A-readout,1,16,152,18.421,1,20260831,2800,10.654
esn-fast (leak 1.0),A-readout,1,32,560,5.0,1,20260831,2800,11.346
esn-fast (leak 1.0),B-drive,1,2,5,560.0,1,20260831,2800,2.003
esn-fast (leak 1.0),B-drive,1,4,14,200.0,1,20260831,2800,3.978
esn-fast (leak 1.0),B-drive,1,8,44,63.636,1,20260831,2800,7.665
esn-fast (leak 1.0),B-drive,1,16,152,18.421,1,20260831,2800,10.654
esn-fast (leak 1.0),B-drive,1,32,560,5.0,1,20260831,2800,11.346
esn-fast (leak 1.0),A-readout,2,2,5,560.0,1,20260831,2800,1.964
esn-fast (leak 1.0),A-readout,2,4,14,200.0,1,20260831,2800,3.759
esn-fast (leak 1.0),A-readout,2,8,44,63.636,1,20260831,2800,4.91
esn-fast (leak 1.0),A-readout,2,16,152,18.421,1,20260831,2800,5.078
esn-fast (leak 1.0),A-readout,2,32,560,5.0,1,20260831,2800,5.751
esn-fast (leak 1.0),B-drive,2,2,5,560.0,1,20260831,2800,2.01
esn-fast (leak 1.0),B-drive,2,4,14,200.0,1,20260831,2800,3.895
esn-fast (leak 1.0),B-drive,2,8,44,63.636,1,20260831,2800,6.051
esn-fast (leak 1.0),B-drive,2,16,152,18.421,1,20260831,2800,6.302
esn-fast (leak 1.0),B-drive,2,32,560,5.0,1,20260831,2800,7.0
esn-fast (leak 1.0),A-readout,4,2,5,560.0,1,20260831,2800,1.815
esn-fast (leak 1.0),A-readout,4,4,14,200.0,1,20260831,2800,2.167
esn-fast (leak 1.0),A-readout,4,8,44,63.636,1,20260831,2800,2.21
esn-fast (leak 1.0),A-readout,4,16,152,18.421,1,20260831,2800,2.414
esn-fast (leak 1.0),A-readout,4,32,560,5.0,1,20260831,2800,3.131
esn-fast (leak 1.0),B-drive,4,2,5,560.0,1,20260831,2800,1.935
esn-fast (leak 1.0),B-drive,4,4,14,200.0,1,20260831,2800,3.096
esn-fast (leak 1.0),B-drive,4,8,44,63.636,1,20260831,2800,3.225
esn-fast (leak 1.0),B-drive,4,16,152,18.421,1,20260831,2800,3.442
esn-fast (leak 1.0),B-drive,4,32,560,5.0,1,20260831,2800,4.224
esn-fast (leak 1.0),A-readout,8,2,5,560.0,1,20260831,2800,0.923
esn-fast (leak 1.0),A-readout,8,4,14,200.0,1,20260831,2800,0.951
esn-fast (leak 1.0),A-readout,8,8,44,63.636,1,20260831,2800,0.996
esn-fast (leak 1.0),A-readout,8,16,152,18.421,1,20260831,2800,1.213
esn-fast (leak 1.0),A-readout,8,32,560,5.0,1,20260831,2800,1.916
esn-fast (leak 1.0),B-drive,8,2,5,560.0,1,20260831,2800,1.356
esn-fast (leak 1.0),B-drive,8,4,14,200.0,1,20260831,2800,1.394
esn-fast (leak 1.0),B-drive,8,8,44,63.636,1,20260831,2800,1.451
esn-fast (leak 1.0),B-drive,8,16,152,18.421,1,20260831,2800,1.662
esn-fast (leak 1.0),B-drive,8,32,560,5.0,1,20260831,2800,2.438
esn-mid (leak 0.3),A-readout,1,2,5,560.0,1,20260831,2800,0.914
esn-mid (leak 0.3),A-readout,1,4,14,200.0,1,20260831,2800,1.463
esn-mid (leak 0.3),A-readout,1,8,44,63.636,1,20260831,2800,2.354
esn-mid (leak 0.3),A-readout,1,16,152,18.421,1,20260831,2800,3.72
esn-mid (leak 0.3),A-readout,1,32,560,5.0,1,20260831,2800,5.612
esn-mid (leak 0.3),B-drive,1,2,5,560.0,1,20260831,2800,0.914
esn-mid (leak 0.3),B-drive,1,4,14,200.0,1,20260831,2800,1.463
esn-mid (leak 0.3),B-drive,1,8,44,63.636,1,20260831,2800,2.354
esn-mid (leak 0.3),B-drive,1,16,152,18.421,1,20260831,2800,3.72
esn-mid (leak 0.3),B-drive,1,32,560,5.0,1,20260831,2800,5.612
esn-mid (leak 0.3),A-readout,2,2,5,560.0,1,20260831,2800,0.74
esn-mid (leak 0.3),A-readout,2,4,14,200.0,1,20260831,2800,1.23
esn-mid (leak 0.3),A-readout,2,8,44,63.636,1,20260831,2800,2.001
esn-mid (leak 0.3),A-readout,2,16,152,18.421,1,20260831,2800,3.039
esn-mid (leak 0.3),A-readout,2,32,560,5.0,1,20260831,2800,4.419
esn-mid (leak 0.3),B-drive,2,2,5,560.0,1,20260831,2800,1.48
esn-mid (leak 0.3),B-drive,2,4,14,200.0,1,20260831,2800,2.278
esn-mid (leak 0.3),B-drive,2,8,44,63.636,1,20260831,2800,3.445
esn-mid (leak 0.3),B-drive,2,16,152,18.421,1,20260831,2800,4.939
esn-mid (leak 0.3),B-drive,2,32,560,5.0,1,20260831,2800,6.646
esn-mid (leak 0.3),A-readout,4,2,5,560.0,1,20260831,2800,0.5
esn-mid (leak 0.3),A-readout,4,4,14,200.0,1,20260831,2800,0.791
esn-mid (leak 0.3),A-readout,4,8,44,63.636,1,20260831,2800,1.162
esn-mid (leak 0.3),A-readout,4,16,152,18.421,1,20260831,2800,1.543
